Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 182942, position 28: вершин
Line: 182951, position 34: вершин
Line: 182952, position 39: вершин
Line: 183007, position 11: вершин
Line: 183014, position 35: вершин
Line: 183014, position 55: вершин
Line: 183018, position 40: вершин
Line: 183111, position 63: вершин
Line: 183153, position 24: вершин
Line: 183163, position 24: вершин
Line: 183185, position 42: Требуется определить
Line: 183235, position 25: вершин
Line: 183242, position 19: вершин
Line: 183430, position 53: Требуется определить
Line: 183748, position 21: вершин
Line: 183762, position 41: вершин
Line: 183779, position 36: вершин
Line: 183794, position 47: вершин
Line: 183802, position 48: вершин
Line: 183883, position 30: вершин
Line: 183886, position 34: вершин
Line: 183906, position 41: вершин
Line: 183944, position 45: вершин
Line: 183945, position 39: вершин
Line: 183947, position 33: вершин
Line: 183963, position 30: вершин
Line: 183963, position 52: вершин
Line: 183964, position 42: вершин
Line: 183980, position 49: вершин
Line: 184270, position 15: строк выравниваются по заданной позиции за счет
Line: 184402, position 12: имеются очереди из кафедр
Line: 184462, position 62: вершин
Line: 184548, position 7: вершин
Line: 184552, position 34: вершин
Line: 184556, position 53: Требуется определить
Line: 184557, position 63: вершин
Line: 184562, position 53: Требуется определить
Line: 184564, position 35: вершин
Line: 184567, position 24: вершин
Line: 184579, position 9: вершин
Line: 184586, position 22: вершин
Line: 184587, position 25: вершин
Line: 184596, position 36: вершин
Line: 184605, position 55: вершин
Line: 184615, position 22: вершин
Line: 184619, position 16: правильность идентификаторов
Line: 184649, position 9: вершин
Line: 184699, position 9: вершин
Line: 184707, position 4: вершин
Line: 184709, position 35: вершин
Line: 184710, position 51: вершин
Line: 184713, position 14: вершин
Line: 184715, position 28: вершин
Line: 184724, position 34: вершин
Line: 184725, position 39: вершин
Line: 184780, position 11: вершин
Line: 184787, position 35: вершин
Line: 184787, position 55: вершин
Line: 184791, position 40: вершин
Line: 184884, position 63: вершин
Line: 184926, position 24: вершин
Line: 184936, position 24: вершин
Line: 184958, position 42: Требуется определить
Line: 185008, position 25: вершин
Line: 185015, position 19: вершин
Line: 185203, position 53: Требуется определить
Line: 185521, position 21: вершин
Line: 185535, position 41: вершин
Line: 185552, position 36: вершин
Line: 185567, position 47: вершин
Line: 185575, position 48: вершин
Line: 185656, position 30: вершин
Line: 185659, position 34: вершин
Line: 185679, position 41: вершин
Line: 185717, position 45: вершин
Line: 185718, position 39: вершин
Line: 185720, position 33: вершин
Line: 185736, position 30: вершин
Line: 185736, position 52: вершин
Line: 185737, position 42: вершин
Line: 185753, position 49: вершин
Line: 186043, position 15: строк выравниваются по заданной позиции за счет
Line: 186175, position 12: имеются очереди из кафедр
Line: 186235, position 62: вершин
Line: 186321, position 7: вершин
Line: 186325, position 34: вершин
Line: 186329, position 53: Требуется определить
Line: 186330, position 63: вершин
Line: 186335, position 53: Требуется определить
Line: 186337, position 35: вершин
Line: 186340, position 24: вершин
Line: 186352, position 9: вершин
Line: 186359, position 22: вершин
Line: 186360, position 25: вершин
Line: 186369, position 36: вершин
Line: 186378, position 55: вершин
Line: 186388, position 22: вершин
Line: 186392, position 16: правильность идентификаторов
Line: 186422, position 9: вершин
Line: 186472, position 9: вершин
Line: 186480, position 4: вершин
Line: 186482, position 35: вершин
Line: 186483, position 51: вершин
Line: 186486, position 14: вершин
Line: 186488, position 28: вершин
Line: 186497, position 34: вершин
Line: 186498, position 39: вершин
Line: 186553, position 11: вершин
Line: 186560, position 35: вершин
Line: 186560, position 55: вершин
Line: 186564, position 40: вершин
Line: 186657, position 63: вершин
Line: 186699, position 24: вершин
Line: 186709, position 24: вершин
Line: 186731, position 42: Требуется определить
Line: 186781, position 25: вершин
Line: 186788, position 19: вершин
Line: 186976, position 53: Требуется определить
Line: 187294, position 21: вершин
Line: 187308, position 41: вершин
Line: 187325, position 36: вершин
Line: 187340, position 47: вершин
Line: 187348, position 48: вершин
Line: 187429, position 30: вершин
Line: 187432, position 34: вершин
Line: 187452, position 41: вершин
Line: 187490, position 45: вершин
Line: 187491, position 39: вершин
Line: 187493, position 33: вершин
Line: 187509, position 30: вершин
Line: 187509, position 52: вершин
Line: 187510, position 42: вершин
Line: 187526, position 49: вершин
Line: 187816, position 15: строк выравниваются по заданной позиции за счет
Line: 187948, position 12: имеются очереди из кафедр
Line: 188008, position 62: вершин
Line: 188094, position 7: вершин
Line: 188098, position 34: вершин
Line: 188102, position 53: Требуется определить
Line: 188103, position 63: вершин
Line: 188108, position 53: Требуется определить
Line: 188110, position 35: вершин
Line: 188113, position 24: вершин
Line: 188125, position 9: вершин
Line: 188132, position 22: вершин
Line: 188133, position 25: вершин
Line: 188142, position 36: вершин
Line: 188151, position 55: вершин
Line: 188161, position 22: вершин
Line: 188165, position 16: правильность идентификаторов
Line: 188195, position 9: вершин
Line: 188245, position 9: вершин
Line: 188253, position 4: вершин
Line: 188255, position 35: вершин
Line: 188256, position 51: вершин
Line: 188259, position 14: вершин
Line: 188261, position 28: вершин
Line: 188270, position 34: вершин
Line: 188271, position 39: вершин
Line: 188326, position 11: вершин
Line: 188333, position 35: вершин
Line: 188333, position 55: вершин
Line: 188337, position 40: вершин
Line: 188430, position 63: вершин
Line: 188472, position 24: вершин
Line: 188482, position 24: вершин
Line: 188504, position 42: Требуется определить
Line: 188554, position 25: вершин
Line: 188561, position 19: вершин
Line: 188749, position 53: Требуется определить
Line: 189067, position 21: вершин
Line: 189081, position 41: вершин
Line: 189098, position 36: вершин
Line: 189113, position 47: вершин
Line: 189121, position 48: вершин
Line: 189202, position 30: вершин
Line: 189205, position 34: вершин
Line: 189225, position 41: вершин
Line: 189263, position 45: вершин
Line: 189264, position 39: вершин
Line: 189266, position 33: вершин
Line: 189282, position 30: вершин
Line: 189282, position 52: вершин
Line: 189283, position 42: вершин
Line: 189299, position 49: вершин
Line: 189589, position 15: строк выравниваются по заданной позиции за счет
Line: 189721, position 12: имеются очереди из кафедр
Line: 189781, position 62: вершин
Line: 189867, position 7: вершин
Line: 189871, position 34: вершин
Line: 189875, position 53: Требуется определить
Line: 189876, position 63: вершин
Line: 189881, position 53: Требуется определить
Line: 189883, position 35: вершин
Line: 189886, position 24: вершин
Line: 189898, position 9: вершин
Line: 189905, position 22: вершин
Line: 189906, position 25: вершин
Line: 189915, position 36: вершин
Line: 189924, position 55: вершин
Line: 189934, position 22: вершин
Line: 189938, position 16: правильность идентификаторов
Line: 189968, position 9: вершин
Line: 190018, position 9: вершин
Line: 190026, position 4: вершин
Line: 190028, position 35: вершин
Line: 190029, position 51: вершин
Line: 190032, position 14: вершин
Line: 190034, position 28: вершин
Line: 190043, position 34: вершин
Line: 190044, position 39: вершин
Line: 190099, position 11: вершин
Line: 190106, position 35: вершин
Line: 190106, position 55: вершин
Line: 190110, position 40: вершин
Line: 190203, position 63: вершин
Line: 190245, position 24: вершин
Line: 190255, position 24: вершин
Line: 190277, position 42: Требуется определить
Line: 190327, position 25: вершин
Line: 190334, position 19: вершин
Line: 190522, position 53: Требуется определить
Line: 190840, position 21: вершин
Line: 190854, position 41: вершин
Line: 190871, position 36: вершин
Line: 190886, position 47: вершин
Line: 190894, position 48: вершин
Line: 191069, position 15: строк выравниваются по заданной позиции за счет
Line: 191201, position 12: имеются очереди из кафедр
Line: 191261, position 62: вершин
Line: 191347, position 7: вершин
Line: 191351, position 34: вершин
Line: 191355, position 53: Требуется определить
Line: 191356, position 63: вершин
Line: 191361, position 53: Требуется определить
Line: 191363, position 35: вершин
Line: 191366, position 24: вершин
Line: 191378, position 9: вершин
Line: 191385, position 22: вершин
Line: 191386, position 25: вершин
Line: 191395, position 36: вершин
Line: 191404, position 55: вершин
Line: 191414, position 22: вершин
Line: 191418, position 16: правильность идентификаторов
Line: 191448, position 9: вершин
Line: 191498, position 9: вершин
Line: 191506, position 4: вершин
Line: 191508, position 35: вершин
Line: 191509, position 51: вершин
Line: 191512, position 14: вершин
Line: 191514, position 28: вершин
Line: 191523, position 34: вершин
Line: 191524, position 39: вершин
Line: 191579, position 11: вершин
Line: 191586, position 35: вершин
Line: 191586, position 55: вершин
Line: 191590, position 40: вершин
Line: 191683, position 63: вершин
Line: 191725, position 24: вершин
Line: 191735, position 24: вершин
Line: 191757, position 42: Требуется определить
Line: 191807, position 25: вершин
Line: 191814, position 19: вершин
Line: 192002, position 53: Требуется определить
Line: 192320, position 21: вершин
Line: 192334, position 41: вершин
Line: 192351, position 36: вершин
Line: 192366, position 47: вершин
Line: 192374, position 48: вершин
Line: 192455, position 30: вершин
Line: 192458, position 34: вершин
Line: 192478, position 41: вершин
Line: 192516, position 45: вершин
Line: 192517, position 39: вершин
Line: 192519, position 33: вершин
Line: 192535, position 30: вершин
Line: 192535, position 52: вершин
Line: 192536, position 42: вершин
Line: 192552, position 49: вершин
Line: 192842, position 15: строк выравниваются по заданной позиции за счет
Line: 192974, position 12: имеются очереди из кафедр
Line: 193034, position 62: вершин
Line: 193120, position 7: вершин
Line: 193124, position 34: вершин
Line: 193128, position 53: Требуется определить
Line: 193129, position 63: вершин
Line: 193134, position 53: Требуется определить
Line: 193136, position 35: вершин
Line: 193139, position 24: вершин
Line: 193151, position 9: вершин
Line: 193158, position 22: вершин
Line: 193159, position 25: вершин
Line: 193168, position 36: вершин
Line: 193177, position 55: вершин
Line: 193187, position 22: вершин
Line: 193191, position 16: правильность идентификаторов
Line: 193221, position 9: вершин
Line: 193271, position 9: вершин
Line: 193279, position 4: вершин
Line: 193281, position 35: вершин
Line: 193282, position 51: вершин
Line: 193285, position 14: вершин
Line: 193287, position 28: вершин
Line: 193296, position 34: вершин
Line: 193297, position 39: вершин
Line: 193352, position 11: вершин
Line: 193359, position 35: вершин
Line: 193359, position 55: вершин
Line: 193363, position 40: вершин
Line: 193456, position 63: вершин
Line: 193498, position 24: вершин
Line: 193508, position 24: вершин
Line: 193530, position 42: Требуется определить
Line: 193580, position 25: вершин
Line: 193587, position 19: вершин
Line: 193775, position 53: Требуется определить
Line: 194093, position 21: вершин
Line: 194107, position 41: вершин
Line: 194124, position 36: вершин
Line: 194139, position 47: вершин
Line: 194147, position 48: вершин
Line: 194228, position 30: вершин
Line: 194231, position 34: вершин
Line: 194251, position 41: вершин
Line: 194289, position 45: вершин
Line: 194290, position 39: вершин
Line: 194292, position 33: вершин
Line: 194308, position 30: вершин
Line: 194308, position 52: вершин
Line: 194309, position 42: вершин
Line: 194325, position 49: вершин
Line: 194615, position 15: строк выравниваются по заданной позиции за счет
Line: 194747, position 12: имеются очереди из кафедр
Line: 194807, position 62: вершин
Line: 194893, position 7: вершин
Line: 194897, position 34: вершин
Line: 194901, position 53: Требуется определить
Line: 194902, position 63: вершин
Line: 194907, position 53: Требуется определить
Line: 194909, position 35: вершин
Line: 194912, position 24: вершин
Line: 194924, position 9: вершин
Line: 194931, position 22: вершин
Line: 194932, position 25: вершин
Line: 194941, position 36: вершин
Line: 194950, position 55: вершин
Line: 194960, position 22: вершин
Line: 194964, position 16: правильность идентификаторов
Line: 194994, position 9: вершин
Line: 195044, position 9: вершин
Line: 195052, position 4: вершин
Line: 195054, position 35: вершин
Line: 195055, position 51: вершин
Line: 195058, position 14: вершин
Line: 195060, position 28: вершин
Line: 195069, position 34: вершин
Line: 195070, position 39: вершин
Line: 195125, position 11: вершин
Line: 195132, position 35: вершин
Line: 195132, position 55: вершин
Line: 195136, position 40: вершин
Line: 195229, position 63: вершин
Line: 195271, position 24: вершин
Line: 195281, position 24: вершин
Line: 195303, position 42: Требуется определить
Line: 195353, position 25: вершин
Line: 195360, position 19: вершин
Line: 195548, position 53: Требуется определить
Line: 195866, position 21: вершин
Line: 195880, position 41: вершин
Line: 195897, position 36: вершин
Line: 195912, position 47: вершин
Line: 195920, position 48: вершин
Line: 196001, position 30: вершин
Line: 196004, position 34: вершин
Line: 196024, position 41: вершин
Line: 196062, position 45: вершин
Line: 196063, position 39: вершин
Line: 196065, position 33: вершин
Line: 196081, position 30: вершин
Line: 196081, position 52: вершин
Line: 196082, position 42: вершин
Line: 196098, position 49: вершин
Line: 196388, position 15: строк выравниваются по заданной позиции за счет
Line: 196520, position 12: имеются очереди из кафедр
Line: 196580, position 62: вершин
Line: 196666, position 7: вершин
Line: 196670, position 34: вершин
Line: 196674, position 53: Требуется определить
Line: 196675, position 63: вершин
Line: 196680, position 53: Требуется определить
Line: 196682, position 35: вершин
Line: 196685, position 24: вершин
Line: 196697, position 9: вершин
Line: 196704, position 22: вершин
Line: 196705, position 25: вершин
Line: 196714, position 36: вершин
Line: 196723, position 55: вершин
Line: 196733, position 22: вершин
Line: 196737, position 16: правильность идентификаторов
Line: 196767, position 9: вершин
Line: 196817, position 9: вершин
Line: 196825, position 4: вершин
Line: 196827, position 35: вершин
Line: 196828, position 51: вершин
Line: 196831, position 14: вершин
Line: 196833, position 28: вершин
Line: 196842, position 34: вершин
Line: 196843, position 39: вершин
Line: 196898, position 11: вершин
Line: 196905, position 35: вершин
Line: 196905, position 55: вершин
Line: 196909, position 40: вершин
Line: 197002, position 63: вершин
Line: 197044, position 24: вершин
Line: 197054, position 24: вершин
Line: 197076, position 42: Требуется определить
Line: 197126, position 25: вершин
Line: 197133, position 19: вершин
Line: 197321, position 53: Требуется определить
Line: 197639, position 21: вершин
Line: 197653, position 41: вершин
Line: 197670, position 36: вершин
Line: 197685, position 47: вершин
Line: 197693, position 48: вершин
Line: 197774, position 30: вершин
Line: 197777, position 34: вершин
Line: 197797, position 41: вершин
Line: 197835, position 45: вершин
Line: 197836, position 39: вершин
Line: 197838, position 33: вершин
Line: 197854, position 30: вершин
Line: 197854, position 52: вершин
Line: 197855, position 42: вершин
Line: 197871, position 49: вершин
Line: 198161, position 15: строк выравниваются по заданной позиции за счет
Line: 198293, position 12: имеются очереди из кафедр
Line: 198353, position 62: вершин
Line: 198439, position 7: вершин
Line: 198443, position 34: вершин
Line: 198447, position 53: Требуется определить
Line: 198448, position 63: вершин
Line: 198453, position 53: Требуется определить
Line: 198455, position 35: вершин
Line: 198458, position 24: вершин
Line: 198470, position 9: вершин
Line: 198477, position 22: вершин
Line: 198478, position 25: вершин
Line: 198487, position 36: вершин
Line: 198496, position 55: вершин
Line: 198506, position 22: вершин
Line: 198510, position 16: правильность идентификаторов
Line: 198540, position 9: вершин
Line: 198590, position 9: вершин
Line: 198598, position 4: вершин
Line: 198600, position 35: вершин
Line: 198601, position 51: вершин
Line: 198604, position 14: вершин
Line: 198606, position 28: вершин
Line: 198615, position 34: вершин
Line: 198616, position 39: вершин
Line: 198671, position 11: вершин
Line: 198678, position 35: вершин
Line: 198678, position 55: вершин
Line: 198682, position 40: вершин
Line: 198775, position 63: вершин
Line: 198817, position 24: вершин
Line: 198827, position 24: вершин
Line: 198849, position 42: Требуется определить
Line: 198899, position 25: вершин
Line: 198906, position 19: вершин
Line: 199094, position 53: Требуется определить
Line: 199412, position 21: вершин
Line: 199426, position 41: вершин
Line: 199443, position 36: вершин
Line: 199458, position 47: вершин
Line: 199466, position 48: вершин
Line: 199547, position 30: вершин
Line: 199550, position 34: вершин
Line: 199570, position 41: вершин
Line: 199608, position 45: вершин
Line: 199609, position 39: вершин
Line: 199611, position 33: вершин
Line: 199627, position 30: вершин
Line: 199627, position 52: вершин
Line: 199628, position 42: вершин
Line: 199644, position 49: вершин
Line: 199934, position 15: строк выравниваются по заданной позиции за счет
Line: 200066, position 12: имеются очереди из кафедр
Line: 200126, position 62: вершин
Line: 200212, position 7: вершин
Line: 200216, position 34: вершин
Line: 200220, position 53: Требуется определить
Line: 200221, position 63: вершин
Line: 200226, position 53: Требуется определить
Line: 200228, position 35: вершин
Line: 200231, position 24: вершин
Line: 200243, position 9: вершин
Line: 200250, position 22: вершин
Line: 200251, position 25: вершин
Line: 200260, position 36: вершин
Line: 200269, position 55: вершин
Line: 200279, position 22: вершин
Line: 200283, position 16: правильность идентификаторов
Line: 200313, position 9: вершин
Line: 200363, position 9: вершин
Line: 200371, position 4: вершин
Line: 200373, position 35: вершин
Line: 200374, position 51: вершин
Line: 200377, position 14: вершин
Line: 200379, position 28: вершин
Line: 200388, position 34: вершин
Line: 200389, position 39: вершин
Line: 200444, position 11: вершин
Line: 200451, position 35: вершин
Line: 200451, position 55: вершин
Line: 200455, position 40: вершин
Line: 200548, position 63: вершин
Line: 200590, position 24: вершин
Line: 200600, position 24: вершин
Line: 200622, position 42: Требуется определить
Line: 200672, position 25: вершин
Line: 200679, position 19: вершин
Line: 200867, position 53: Требуется определить
Line: 201185, position 21: вершин
Line: 201199, position 41: вершин
Line: 201216, position 36: вершин
Line: 201231, position 47: вершин
Line: 201239, position 48: вершин
Line: 201320, position 30: вершин
Line: 201323, position 34: вершин
Line: 201343, position 41: вершин
Line: 201381, position 45: вершин
Line: 201382, position 39: вершин
Line: 201384, position 33: вершин
Line: 201400, position 30: вершин
Line: 201400, position 52: вершин
Line: 201401, position 42: вершин
Line: 201417, position 49: вершин
Line: 201707, position 15: строк выравниваются по заданной позиции за счет
Line: 201839, position 12: имеются очереди из кафедр
Line: 201899, position 62: вершин
Line: 201985, position 7: вершин
Line: 201989, position 34: вершин
Line: 201993, position 53: Требуется определить
Line: 201994, position 63: вершин
Line: 201999, position 53: Требуется определить
Line: 202001, position 35: вершин
Line: 202004, position 24: вершин
Line: 202016, position 9: вершин
Line: 202023, position 22: вершин
Line: 202024, position 25: вершин
Line: 202033, position 36: вершин
Line: 202042, position 55: вершин
Line: 202052, position 22: вершин
Line: 202056, position 16: правильность идентификаторов
Line: 202086, position 9: вершин
Line: 202136, position 9: вершин
Line: 202144, position 4: вершин
Line: 202146, position 35: вершин
Line: 202147, position 51: вершин
Line: 202150, position 14: вершин
Line: 202152, position 28: вершин
Line: 202161, position 34: вершин
Line: 202162, position 39: вершин
Line: 202217, position 11: вершин
Line: 202224, position 35: вершин
Line: 202224, position 55: вершин
Line: 202228, position 40: вершин
Line: 202321, position 63: вершин
Line: 202363, position 24: вершин
Line: 202373, position 24: вершин
Line: 202395, position 42: Требуется определить
Line: 202445, position 25: вершин
Line: 202452, position 19: вершин
Line: 202640, position 53: Требуется определить
Line: 202958, position 21: вершин
Line: 202972, position 41: вершин
Line: 202989, position 36: вершин
Line: 203004, position 47: вершин
Line: 203012, position 48: вершин
Line: 203093, position 30: вершин
Line: 203096, position 34: вершин
Line: 203116, position 41: вершин
Line: 203154, position 45: вершин
Line: 203155, position 39: вершин
Line: 203157, position 33: вершин
Line: 203173, position 30: вершин
Line: 203173, position 52: вершин
Line: 203174, position 42: вершин
Line: 203190, position 49: вершин
Line: 203480, position 15: строк выравниваются по заданной позиции за счет
Line: 203612, position 12: имеются очереди из кафедр
Line: 203672, position 62: вершин
Line: 203758, position 7: вершин
Line: 203762, position 34: вершин
Line: 203766, position 53: Требуется определить
Line: 203767, position 63: вершин
Line: 203772, position 53: Требуется определить
Line: 203774, position 35: вершин
Line: 203777, position 24: вершин
Line: 203789, position 9: вершин
Line: 203796, position 22: вершин
Line: 203797, position 25: вершин
Line: 203806, position 36: вершин
Line: 203815, position 55: вершин
Line: 203825, position 22: вершин
Line: 203829, position 16: правильность идентификаторов
Line: 203859, position 9: вершин
Line: 203909, position 9: вершин
Line: 203917, position 4: вершин
Line: 203919, position 35: вершин
Line: 203920, position 51: вершин
Line: 203923, position 14: вершин
Line: 203925, position 28: вершин
Line: 203934, position 34: вершин
Line: 203935, position 39: вершин
Line: 203990, position 11: вершин
Line: 203997, position 35: вершин
Line: 203997, position 55: вершин
Line: 204001, position 40: вершин
Line: 204094, position 63: вершин
Line: 204136, position 24: вершин
Line: 204146, position 24: вершин
Line: 204168, position 42: Требуется определить
Line: 204218, position 25: вершин
Line: 204225, position 19: вершин
Line: 204413, position 53: Требуется определить
Line: 204731, position 21: вершин
Line: 204745, position 41: вершин
Line: 204762, position 36: вершин
Line: 204777, position 47: вершин
Line: 204785, position 48: вершин
Line: 204866, position 30: вершин
Line: 204869, position 34: вершин
Line: 204889, position 41: вершин
Line: 204927, position 45: вершин
Line: 204928, position 39: вершин
Line: 204930, position 33: вершин
Line: 204946, position 30: вершин
Line: 204946, position 52: вершин
Line: 204947, position 42: вершин
Line: 204963, position 49: вершин
Line: 205253, position 15: строк выравниваются по заданной позиции за счет
Line: 205385, position 12: имеются очереди из кафедр
Line: 205445, position 62: вершин
Line: 205531, position 7: вершин
Line: 205535, position 34: вершин
Line: 205539, position 53: Требуется определить
Line: 205540, position 63: вершин
Line: 205545, position 53: Требуется определить
Line: 205547, position 35: вершин
Line: 205550, position 24: вершин
Line: 205562, position 9: вершин
Line: 205569, position 22: вершин
Line: 205570, position 25: вершин
Line: 205579, position 36: вершин
Line: 205588, position 55: вершин
Line: 205598, position 22: вершин
Line: 205602, position 16: правильность идентификаторов
Line: 205632, position 9: вершин
Line: 205682, position 9: вершин
Line: 205690, position 4: вершин
Line: 205692, position 35: вершин
Line: 205693, position 51: вершин
Line: 205696, position 14: вершин
Line: 205698, position 28: вершин
Line: 205707, position 34: вершин
Line: 205708, position 39: вершин
Line: 205763, position 11: вершин
Line: 205770, position 35: вершин
Line: 205770, position 55: вершин
Line: 205774, position 40: вершин
Line: 205867, position 63: вершин
Line: 205909, position 24: вершин
Line: 205919, position 24: вершин
Line: 205941, position 42: Требуется определить
Line: 205991, position 25: вершин
Line: 205998, position 19: вершин
Line: 206186, position 53: Требуется определить
Line: 206504, position 21: вершин
Line: 206518, position 41: вершин
Line: 206535, position 36: вершин
Line: 206550, position 47: вершин
Line: 206558, position 48: вершин
Line: 206639, position 30: вершин
Line: 206642, position 34: вершин
Line: 206662, position 41: вершин
Line: 206700, position 45: вершин
Line: 206701, position 39: вершин
Line: 206703, position 33: вершин
Line: 206719, position 30: вершин
Line: 206719, position 52: вершин
Line: 206720, position 42: вершин
Line: 206736, position 49: вершин
Line: 207026, position 15: строк выравниваются по заданной позиции за счет
Line: 207158, position 12: имеются очереди из кафедр
Line: 207218, position 62: вершин
Line: 207304, position 7: вершин
Line: 207308, position 34: вершин
Line: 207312, position 53: Требуется определить
Line: 207313, position 63: вершин
Line: 207318, position 53: Требуется определить
Line: 207320, position 35: вершин
Line: 207323, position 24: вершин
Line: 207335, position 9: вершин
Line: 207342, position 22: вершин
Line: 207343, position 25: вершин
Line: 207352, position 36: вершин
Line: 207361, position 55: вершин
Line: 207371, position 22: вершин
Line: 207375, position 16: правильность идентификаторов
Line: 207405, position 9: вершин
Line: 207455, position 9: вершин
Line: 207463, position 4: вершин
Line: 207465, position 35: вершин
Line: 207466, position 51: вершин
Line: 207469, position 14: вершин
Line: 207471, position 28: вершин
Line: 207480, position 34: вершин
Line: 207481, position 39: вершин
Line: 207536, position 11: вершин
Line: 207543, position 35: вершин
Line: 207543, position 55: вершин
Line: 207547, position 40: вершин
Line: 207640, position 63: вершин
Line: 207682, position 24: вершин
Line: 207692, position 24: вершин
Line: 207714, position 42: Требуется определить
Line: 207764, position 25: вершин
Line: 207771, position 19: вершин
Line: 207959, position 53: Требуется определить
Line: 208277, position 21: вершин
Line: 208291, position 41: вершин
Line: 208308, position 36: вершин
Line: 208323, position 47: вершин
Line: 208331, position 48: вершин
Line: 208412, position 30: вершин
Line: 208415, position 34: вершин
Line: 208435, position 41: вершин
Line: 208473, position 45: вершин
Line: 208474, position 39: вершин
Line: 208476, position 33: вершин
Line: 208492, position 30: вершин
Line: 208492, position 52: вершин
Line: 208493, position 42: вершин
Line: 208509, position 49: вершин
Line: 208799, position 15: строк выравниваются по заданной позиции за счет
Line: 208931, position 12: имеются очереди из кафедр
Line: 208991, position 62: вершин
Line: 209077, position 7: вершин
Line: 209081, position 34: вершин
Line: 209085, position 53: Требуется определить
Line: 209086, position 63: вершин
Line: 209091, position 53: Требуется определить
Line: 209093, position 35: вершин
Line: 209096, position 24: вершин
Line: 209108, position 9: вершин
Line: 209115, position 22: вершин
Line: 209116, position 25: вершин
Line: 209125, position 36: вершин
Line: 209134, position 55: вершин
Line: 209144, position 22: вершин
Line: 209148, position 16: правильность идентификаторов
Line: 209178, position 9: вершин
Line: 209228, position 9: вершин
Line: 209236, position 4: вершин
Line: 209238, position 35: вершин
Line: 209239, position 51: вершин
Line: 209242, position 14: вершин
Line: 209244, position 28: вершин
Line: 209253, position 34: вершин
Line: 209254, position 39: вершин
Line: 209309, position 11: вершин
Line: 209316, position 35: вершин
Line: 209316, position 55: вершин
Line: 209320, position 40: вершин
Line: 209413, position 63: вершин
Line: 209455, position 24: вершин
Line: 209465, position 24: вершин
Line: 209487, position 42: Требуется определить
Line: 209537, position 25: вершин
Line: 209544, position 19: вершин
Line: 209732, position 53: Требуется определить
Line: 210050, position 21: вершин
Line: 210064, position 41: вершин
Line: 210081, position 36: вершин
Line: 210096, position 47: вершин
Line: 210104, position 48: вершин
Line: 210185, position 30: вершин
Line: 210188, position 34: вершин
Line: 210208, position 41: вершин
Line: 210246, position 45: вершин
Line: 210247, position 39: вершин
Line: 210249, position 33: вершин
Line: 210265, position 30: вершин
Line: 210265, position 52: вершин
Line: 210266, position 42: вершин
Line: 210282, position 49: вершин
Line: 210572, position 15: строк выравниваются по заданной позиции за счет
Line: 210704, position 12: имеются очереди из кафедр
Line: 210764, position 62: вершин
Line: 210850, position 7: вершин
Line: 210854, position 34: вершин
Line: 210858, position 53: Требуется определить
Line: 210859, position 63: вершин
Line: 210864, position 53: Требуется определить
Line: 210866, position 35: вершин
Line: 210869, position 24: вершин
Line: 210881, position 9: вершин
Line: 210888, position 22: вершин
Line: 210889, position 25: вершин
Line: 210898, position 36: вершин
Line: 210907, position 55: вершин
Line: 210917, position 22: вершин
Line: 210921, position 16: правильность идентификаторов
Line: 210951, position 9: вершин
Line: 211001, position 9: вершин
Line: 211009, position 4: вершин
Line: 211011, position 35: вершин
Line: 211012, position 51: вершин
Line: 211015, position 14: вершин
Line: 211017, position 28: вершин
Line: 211026, position 34: вершин
Line: 211027, position 39: вершин
Line: 211082, position 11: вершин
Line: 211089, position 35: вершин
Line: 211089, position 55: вершин
Line: 211093, position 40: вершин
Line: 211186, position 63: вершин
Line: 211228, position 24: вершин
Line: 211238, position 24: вершин
Line: 211260, position 42: Требуется определить
Line: 211310, position 25: вершин
Line: 211317, position 19: вершин
Line: 211505, position 53: Требуется определить
Line: 211823, position 21: вершин
Line: 211837, position 41: вершин
Line: 211854, position 36: вершин
Line: 211869, position 47: вершин
Line: 211877, position 48: вершин
Line: 211958, position 30: вершин
Line: 211961, position 34: вершин
Line: 211981, position 41: вершин
Line: 212019, position 45: вершин
Line: 212020, position 39: вершин
Line: 212022, position 33: вершин
Line: 212038, position 30: вершин
Line: 212038, position 52: вершин
Line: 212039, position 42: вершин
Line: 212055, position 49: вершин
Line: 212345, position 15: строк выравниваются по заданной позиции за счет
Line: 212477, position 12: имеются очереди из кафедр
Line: 212537, position 62: вершин
Line: 212623, position 7: вершин
Line: 212627, position 34: вершин
Line: 212631, position 53: Требуется определить
Line: 212632, position 63: вершин
Line: 212637, position 53: Требуется определить
Line: 212639, position 35: вершин
Line: 212642, position 24: вершин
Line: 212654, position 9: вершин
Line: 212661, position 22: вершин
Line: 212662, position 25: вершин
Line: 212671, position 36: вершин
Line: 212680, position 55: вершин
Line: 212690, position 22: вершин
Line: 212694, position 16: правильность идентификаторов
Line: 212724, position 9: вершин
Line: 212774, position 9: вершин
Line: 212782, position 4: вершин
Line: 212784, position 35: вершин
Line: 212785, position 51: вершин
Line: 212788, position 14: вершин
Line: 212790, position 28: вершин
Line: 212799, position 34: вершин
Line: 212800, position 39: вершин
Line: 212855, position 11: вершин
Line: 212862, position 35: вершин
Line: 212862, position 55: вершин
Line: 212866, position 40: вершин
Line: 212959, position 63: вершин
Line: 213001, position 24: вершин
Line: 213011, position 24: вершин
Line: 213033, position 42: Требуется определить
